id,original,surface,pronunciation,prefecture,city,lines,operator,opened_year,station_code,status,image,image_page,description,wikidata
3619,桜上水,桜上水,さくらじょうすい,東京都,世田谷区,京王電鉄 京王線,京王電鉄,1926,KO08,current,http://commons.wikimedia.org/wiki/Special:FilePath/Sakurajosui-Sta-N.JPG,https://commons.wikimedia.org/wiki/File:Sakurajosui-Sta-N.JPG,東京都世田谷区桜上水五丁目にある、京王電鉄京王線の駅。京王東管区所属で、管区長所在駅。駅番号はKO08。,Q842009
3620,桜台,桜台,さくらだい,東京都,桜台,西武鉄道 西武池袋線,西武鉄道,1936,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Sakuradai-Sta-N.JPG,https://commons.wikimedia.org/wiki/File:Sakuradai-Sta-N.JPG,東京都練馬区桜台一丁目にある、西武鉄道池袋線の駅である。駅番号はSI05。隣の練馬駅から分岐する豊島線の列車も利用可能である。,Q843041
3621,桜台,桜台,さくらだい,福岡県,筑紫野市,西鉄天神大牟田線,西鉄,1971,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Nishitetsu%20Sakuradai%20Station01.jpg,https://commons.wikimedia.org/wiki/File:Nishitetsu_Sakuradai_Station01.jpg,福岡県筑紫野市桜台にある西日本鉄道（西鉄）天神大牟田線の駅。駅番号はT16。,Q7403193
3622,桜田門,桜田門,さくらだもん,東京都,霞が関,東京地下鉄 東京メトロ有楽町線,東京地下鉄,1974,Y-17,current,http://commons.wikimedia.org/wiki/Special:FilePath/Sakuradamon-Station-Exit5.jpg,https://commons.wikimedia.org/wiki/File:Sakuradamon-Station-Exit5.jpg,東京都千代田区霞が関二丁目にある、東京地下鉄（東京メトロ）有楽町線の駅である。駅番号はY 17。,Q277196
3623,桜並木,桜並木,さくらなみき,福岡県,博多区,西鉄天神大牟田線,西鉄,2024,T08,current,http://commons.wikimedia.org/wiki/Special:FilePath/Sakuranamiki.jpg,https://commons.wikimedia.org/wiki/File:Sakuranamiki.jpg,福岡県福岡市博多区竹丘町三丁目にある、西日本鉄道（西鉄）天神大牟田線の駅である。駅番号はT08。,Q113301382
3624,桜ノ宮,桜ノ宮,さくらのみや,大阪府,都島区,JR西日本 大阪環状線,JR西日本,1898,サラ,current,http://commons.wikimedia.org/wiki/Special:FilePath/JR%20Sakuranomiya%20sta%20001.jpg,https://commons.wikimedia.org/wiki/File:JR_Sakuranomiya_sta_001.jpg,大阪府大阪市都島区中野町五丁目にある、西日本旅客鉄道（JR西日本）大阪環状線の駅である。駅番号はJR-O09。駅シンボルフラワーは「桜」である。,Q1131330
3625,桜橋,桜橋,さくらばし,富山県,富山市,富山地方鉄道富山軌道線本線,,1913,C11,current,http://commons.wikimedia.org/wiki/Special:FilePath/Sakurabashi%20Station%20%28Toyama%29.jpg,https://commons.wikimedia.org/wiki/File:Sakurabashi_Station_%28Toyama%29.jpg,富山県富山市本町にある、富山地方鉄道富山軌道線本線の停留場である。駅番号はC11。富山県道22号富山停車場線上の併用軌道に設置されている。,Q11538120
3626,桜橋,桜橋,さくらばし,静岡県,静岡市,静鉄 静岡清水線,静鉄,1908,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Shizutetsu%20Sakurabashi%20eki%201.jpg,https://commons.wikimedia.org/wiki/File:Shizutetsu_Sakurabashi_eki_1.jpg,静岡県静岡市清水区春日一丁目にある静岡鉄道静岡清水線の駅。駅番号はS13。,Q7403189
3627,桜本町,桜本町,さくらほんまち,愛知県,名古屋市,名市交 桜通線,名市交,1994,S15,current,http://commons.wikimedia.org/wiki/Special:FilePath/Nagoya-subway-S15-Sakura-hommachi-station-entrance-1-20100316.jpg,https://commons.wikimedia.org/wiki/File:Nagoya-subway-S15-Sakura-hommachi-station-entrance-1-20100316.jpg,愛知県名古屋市南区桜台1丁目にある、名古屋市営地下鉄桜通線の駅である。駅番号はS15。当駅は、桜通線駅務区今池管区駅が管轄している。,Q858929
3628,桜町,桜町,さくらまち,長崎県,長崎市,長崎電気軌道桜町支線,長崎電気軌道,1919,44,current,http://commons.wikimedia.org/wiki/Special:FilePath/Nagasaki%20Electric%20Tramway%20station%2044%20Sakura%20machi.png,https://commons.wikimedia.org/wiki/File:Nagasaki_Electric_Tramway_station_44_Sakura_machi.png,長崎県長崎市桜町にある長崎電気軌道桜町支線の停留場である。駅番号は44。3号系統が停車する。,Q11538177
3629,桜町,桜町,さくらまち,長野県,飯田市,JR東海 飯田線,JR東海,1923,サチ,current,http://commons.wikimedia.org/wiki/Special:FilePath/JR%20Central%20Sakuramachi%20Station%20Platform%2C%20Nagano%20Pref.jpg,https://commons.wikimedia.org/wiki/File:JR_Central_Sakuramachi_Station_Platform%2C_Nagano_Pref.jpg,長野県飯田市桜町二丁目にある、東海旅客鉄道（JR東海）飯田線の駅である。,Q985446
3630,桜町前,桜町前,さくらまちまえ,愛知県,西尾市,名鉄西尾線,名鉄,1928,GN08,current,http://commons.wikimedia.org/wiki/Special:FilePath/Sakuramachi-mae%20Station%20090709.jpg,https://commons.wikimedia.org/wiki/File:Sakuramachi-mae_Station_090709.jpg,愛知県西尾市緑町四丁目にある、名鉄西尾線の駅である。駅番号はGN08。,Q7403215
3631,桜水,桜水,さくらみず,福島県,福島市,福島交通飯坂線,福交,1975,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Fukushima%20Kotsu%20Iizaka%20Line%20Sakuramizu%20Station.jpg,https://commons.wikimedia.org/wiki/File:Fukushima_Kotsu_Iizaka_Line_Sakuramizu_Station.jpg,福島県福島市笹谷字古屋前にある福島交通飯坂線の駅。,Q7403219
3632,桜山,桜山,さくらやま,愛知県,名古屋市,名市交 桜通線,名市交,1994,S11,current,http://commons.wikimedia.org/wiki/Special:FilePath/Nagoya-subway-S11-Sakurayama-station-platform-20100316.jpg,https://commons.wikimedia.org/wiki/File:Nagoya-subway-S11-Sakurayama-station-platform-20100316.jpg,愛知県名古屋市瑞穂区桜見町1丁目にある、名古屋市営地下鉄桜通線の駅である。駅番号はS11。,Q854684
3633,さくらんぼ東根,さくらんぼ東根,さくらんぼひがしね,山形県,東根市,JR東日本 奥羽本線,JR東日本,1999,ラホ,current,http://commons.wikimedia.org/wiki/Special:FilePath/JR%20East%20Sakurambohigashine%20Station%20East%20Exit%2C%20Yamagata%20Pref.jpg,https://commons.wikimedia.org/wiki/File:JR_East_Sakurambohigashine_Station_East_Exit%2C_Yamagata_Pref.jpg,山形県東根市さくらんぼ駅前1丁目にある、東日本旅客鉄道（JR東日本）の奥羽本線（山形線）の駅。,Q742572
3634,佐古,佐古,さこ,徳島県,徳島市,四国旅客鉄道 徳島線／四国旅客鉄道 高徳線,四国旅客鉄道,1935,B01／T01／サコ,current,http://commons.wikimedia.org/wiki/Special:FilePath/JRShikoku-Sako-station-entrance-north-side-20100803.jpg,https://commons.wikimedia.org/wiki/File:JRShikoku-Sako-station-entrance-north-side-20100803.jpg,徳島県徳島市佐古二番町にある、四国旅客鉄道（JR四国）の駅である。駅番号は高徳線がT01、徳島線がB01である。標高2.8 m。,Q7403047
3635,栄生,栄生,さこう,愛知県,西区,名鉄名古屋本線,名鉄,1941,NH37,current,http://commons.wikimedia.org/wiki/Special:FilePath/Meitetsu%20Sako%20Station%2001.JPG,https://commons.wikimedia.org/wiki/File:Meitetsu_Sako_Station_01.JPG,愛知県名古屋市西区栄生2丁目にある名鉄名古屋本線の駅である。駅番号はNH37。名鉄病院が隣接（駅と直結）しており、駅名標に名鉄病院前の併記がある。,Q7403246
3636,佐古木,佐古木,さこぎ,愛知県,弥富市,近畿日本鉄道 近鉄名古屋線,近畿日本鉄道,1938,サコキ,current,http://commons.wikimedia.org/wiki/Special:FilePath/Kintetsu-sakogi-sta.JPG,https://commons.wikimedia.org/wiki/File:Kintetsu-sakogi-sta.JPG,愛知県弥富市佐古木六丁目にある、近畿日本鉄道（近鉄）名古屋線の駅である。駅番号はE10。,Q7403042
3637,坂越,坂越,さこし,兵庫県,赤穂市,JR西日本 赤穂線,JR西日本,1951,サシ,current,http://commons.wikimedia.org/wiki/Special:FilePath/JRW%20Sakoshi-STA.jpg,https://commons.wikimedia.org/wiki/File:JRW_Sakoshi-STA.jpg,兵庫県赤穂市浜市にある、西日本旅客鉄道（JR西日本）赤穂線の駅である。赤穂線開業前日に廃止された赤穂鉄道にも同名駅が存在していた。,Q4873356
3638,砂越,砂越,さごし,山形県,酒田市,JR東日本 羽越本線,JR東日本,1914,サコ,current,http://commons.wikimedia.org/wiki/Special:FilePath/JR%20East%20Sagoshi%20Station%20Station%20building%2C%20Yamagata%20Pref.jpg,https://commons.wikimedia.org/wiki/File:JR_East_Sagoshi_Station_Station_building%2C_Yamagata_Pref.jpg,山形県酒田市砂越にある、東日本旅客鉄道（JR東日本）羽越本線の駅である。余目駅から乗り入れる陸羽西線の列車も停車する。,Q7399356
3639,笹川,笹川,ささがわ,千葉県,東庄町,JR東日本 成田線,JR東日本,1931,ササ,current,http://commons.wikimedia.org/wiki/Special:FilePath/JR%20Narita%20Line%20Sasagawa%20Station%20Platform.jpg,https://commons.wikimedia.org/wiki/File:JR_Narita_Line_Sasagawa_Station_Platform.jpg,千葉県香取郡東庄町笹川にある、東日本旅客鉄道（JR東日本）成田線の駅である。,Q7424969
3640,佐々木,佐々木,ささき,新潟県,新発田市,JR東日本 白新線,JR東日本,1952,ササ,current,http://commons.wikimedia.org/wiki/Special:FilePath/Sasaki%20Station%2C%20Niigata%2C%20East%20Japan%20Railway%20Company%2C%20January%202024.jpg,https://commons.wikimedia.org/wiki/File:Sasaki_Station%2C_Niigata%2C_East_Japan_Railway_Company%2C_January_2024.jpg,新潟県新発田市上中沢にある、東日本旅客鉄道（JR東日本）白新線の駅。,Q7424988
3641,笹木野,笹木野,ささきの,福島県,福島市,JR東日本 奥羽本線,JR東日本,1919,ササ,current,http://commons.wikimedia.org/wiki/Special:FilePath/JR%20%C5%8Cu%20Line%20Sasakino%20Station%20Platform.jpg,https://commons.wikimedia.org/wiki/File:JR_%C5%8Cu_Line_Sasakino_Station_Platform.jpg,福島県福島市笹木野字金谷東にある、東日本旅客鉄道（JR東日本）奥羽本線の駅である。「山形線」の愛称区間に含まれている。,Q7424994
3642,篠栗,篠栗,ささぐり,福岡県,篠栗町,JR九州 篠栗線,JR九州,1904,JC06／サク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Platform%20of%20Sasaguri%20Station%204.jpg,https://commons.wikimedia.org/wiki/File:Platform_of_Sasaguri_Station_4.jpg,福岡県糟屋郡篠栗町中央一丁目にある、九州旅客鉄道（JR九州）篠栗線（福北ゆたか線）の駅である。駅番号はJC06。,Q7424975
3643,笹子,笹子,ささご,山梨県,大月市,JR東日本 中央本線,JR東日本,1903,CO34／サコ,current,http://commons.wikimedia.org/wiki/Special:FilePath/JREast-Chuo-main-line-CO34-Sasago-station-building-20220806-074101.jpg,https://commons.wikimedia.org/wiki/File:JREast-Chuo-main-line-CO34-Sasago-station-building-20220806-074101.jpg,山梨県大月市笹子町黒野田にある、東日本旅客鉄道（JR東日本）中央本線の駅である。駅番号はCO 34。営業キロで東京駅から100 kmを超える中央本線最初の駅である。,Q7424971
3644,ささしまライブ,ささしまライブ,ささしまらいぶ,愛知県,名古屋市,名古屋臨海高速鉄道 あおなみ線,,2004,AN02,current,http://commons.wikimedia.org/wiki/Special:FilePath/AONAMI%20Line%20Sasashima-Raibu%20Station%2001.JPG,https://commons.wikimedia.org/wiki/File:AONAMI_Line_Sasashima-Raibu_Station_01.JPG,愛知県名古屋市中村区平池町4丁目（ささしまライブ24）にある名古屋臨海高速鉄道あおなみ線の駅である。駅番号はAN02。,Q11267889
3645,笹平,笹平,ささだいら,富山県,黒部市,黒部峡谷鉄道本線,,1953,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Kurobe%20Gorge%20Railway%20Sasadaira%20Station.jpg,https://commons.wikimedia.org/wiki/File:Kurobe_Gorge_Railway_Sasadaira_Station.jpg,富山県黒部市にある黒部峡谷鉄道本線の駅。関西電力専用駅のため、一般客の乗下車はできない。,Q11602590
3646,笹津,笹津,ささづ,富山県,富山市,JR西日本 高山本線,JR西日本,1930,ササ,current,http://commons.wikimedia.org/wiki/Special:FilePath/Sasazu-station-building2019.jpg,https://commons.wikimedia.org/wiki/File:Sasazu-station-building2019.jpg,富山県富山市笹津にある西日本旅客鉄道（JR西日本）高山本線の駅である。本項では、かつて存在していた富山地方鉄道笹津線の地鉄笹津駅（ちてつささづえき）についても解説する。,Q7425014
3647,笹塚,笹塚,ささづか,東京都,渋谷区,京王電鉄 京王新線／京王電鉄 京王線,京王電鉄,1913,KO04,current,http://commons.wikimedia.org/wiki/Special:FilePath/Sasazuka-Sta-Gate.JPG,https://commons.wikimedia.org/wiki/File:Sasazuka-Sta-Gate.JPG,東京都渋谷区笹塚一丁目にある、京王電鉄京王線の駅。渋谷区内の鉄道駅では最も西に位置し「京王ライナー」「Mt.TAKAO号」を除く全列車が停車する。京王東管区所属。駅番号はKO04。,Q841861
3648,笹貫,笹貫,ささぬき,鹿児島県,東谷山,鹿児島市交通局 鹿児島市電谷山線,,1915,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Sasanuki%20Dentei.JPG,https://commons.wikimedia.org/wiki/File:Sasanuki_Dentei.JPG,鹿児島県鹿児島市東谷山一丁目にある鹿児島市電谷山線の停留場。鹿児島市電1系統の停車する停留場である。,Q11602661
3649,笹原田,笹原田,ささはらだ,栃木県,市貝町,真岡鐵道真岡線,真岡鐵道,1992,ササ,current,http://commons.wikimedia.org/wiki/Special:FilePath/Moka-railway-Sasaharada-station-platform-20140505-110108.jpg,https://commons.wikimedia.org/wiki/File:Moka-railway-Sasaharada-station-platform-20140505-110108.jpg,栃木県芳賀郡市貝町笹原田にある真岡鐵道真岡線の駅である。,Q7424980
3650,篠原,篠原,ささばら,愛知県,豊田市,愛知環状鉄道線,愛環,1988,17／ササ,current,http://commons.wikimedia.org/wiki/Special:FilePath/Aikan-Sasabara%20stn.jpg,https://commons.wikimedia.org/wiki/File:Aikan-Sasabara_stn.jpg,愛知県豊田市篠原町砂ケ入にある愛知環状鉄道線の駅。駅番号は17。,Q7424957
3651,笹原,笹原,ささばる,福岡県,福岡市,JR九州 鹿児島本線,JR九州,1987,JB02／サル,current,http://commons.wikimedia.org/wiki/Special:FilePath/Platform%20of%20Sasabaru%20Station%20and%20train%20bounding%20for%20Tosu%20Station.JPG,https://commons.wikimedia.org/wiki/File:Platform_of_Sasabaru_Station_and_train_bounding_for_Tosu_Station.JPG,福岡県福岡市南区井尻三丁目にある、九州旅客鉄道（JR九州）鹿児島本線の駅である。駅番号はJB02。当駅近辺では鹿児島本線上に博多区との境界があり、東口は博多区諸岡五丁目に所在する。,Q5359670
3652,笹部,笹部,ささべ,兵庫県,川西市,のせでん 妙見線,,1923,NS11,current,http://commons.wikimedia.org/wiki/Special:FilePath/Sasabe%20station.JPG,https://commons.wikimedia.org/wiki/File:Sasabe_station.JPG,兵庫県川西市笹部字川原にある能勢電鉄妙見線の駅。駅番号はNS11。,Q7424961
3653,笹谷,笹谷,ささや,福島県,福島市,福島交通飯坂線,福交,1924,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Fukushima%20Kotsu%20Iizaka%20Line%20Sasaya%20Station.jpg,https://commons.wikimedia.org/wiki/File:Fukushima_Kotsu_Iizaka_Line_Sasaya_Station.jpg,福島県福島市笹谷字三本松にある福島交通飯坂線の駅。,Q7425013
3654,篠山口,篠山口,ささやまぐち,兵庫県,丹波篠山市,JR西日本 福知山線／篠山線,JR西日本,1899,サク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Sasayamaguchi%20sta01st3200.jpg,https://commons.wikimedia.org/wiki/File:Sasayamaguchi_sta01st3200.jpg,兵庫県丹波篠山市大沢字高伏ノ坪にある、西日本旅客鉄道（JR西日本）福知山線の駅である。駅番号はJR-G69。,Q966175
3655,佐々,佐々,さざ,長崎県,佐々町,松浦鉄道西九州線,松浦鉄道,1931,ササ,current,http://commons.wikimedia.org/wiki/Special:FilePath/Mr-Saza-Station%20platform%2020200711.jpg,https://commons.wikimedia.org/wiki/File:Mr-Saza-Station_platform_20200711.jpg,長崎県北松浦郡佐々町本田原免にある松浦鉄道西九州線の駅である。かつては臼ノ浦線が分岐していた。,Q7429393
