id,original,surface,pronunciation,type,category,org,debut_year,status,image,image_page,wikidata,channel,description,subscribers,subscribers_as_of,image_credit,image_usage,image_terms_page,scope,channel_shared
1344,アルランディス,アルランディス,アルランディス,full,vtuber,ホロスターズ,2019,former,https://holostars.hololivepro.com/wp-content/uploads/2021/12/Arurandeisu_pr-img_01.webp,https://holostars.hololivepro.com/talent/arurandeisu/,NA,Aruran Ch. アルランディス,さまざまな世界を旅してきたイタリア人という設定のアイドル。,NA,NA,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,japan,no
1345,律可,律可,リッカ,full,vtuber,ホロスターズ,2019,former,https://holostars.hololivepro.com/wp-content/uploads/2021/12/Rikka_pr-img_01.webp,https://holostars.hololivepro.com/talent/rikka/,NA,Rikka ch.律可,ホロロイドというロボットの歌い手として、オリジナル楽曲を発表した。,NA,NA,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,japan,no
1346,アステル・レダ,アステル・レダ,アステル・レダ,full,vtuber,ホロスターズ,2019,current,https://holostars.hololivepro.com/wp-content/uploads/2021/12/Astel-Leda_pr-img_01.png,https://holostars.hololivepro.com/talent/astel-leda/,NA,astel ch.アステル,過去の記憶が曖昧な、仲間思いのアイドル。,NA,NA,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,japan,no
1347,岸堂天真,岸堂天真,キシドウテンマ,full,vtuber,ホロスターズ,2019,former,https://holostars.hololivepro.com/wp-content/uploads/2021/12/Kishido-Temma_pr-img_01.webp,https://holostars.hololivepro.com/talent/kishido-temma/,NA,Temma Ch. 岸堂天真,騎士学校の見習い騎士という設定で活動した。,NA,NA,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,japan,no
1348,荒咬オウガ,荒咬オウガ,アラガミオウガ,full,vtuber,ホロスターズ,2020,current,https://holostars.hololivepro.com/wp-content/uploads/2021/12/Aragami-Oga_pr-img_01.webp,https://holostars.hololivepro.com/talent/aragami-oga/,NA,Oga Ch.荒咬オウガ,異世界の元軍人という設定で、レトロゲームを好む。,NA,NA,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,japan,no
1349,影山シエン,影山シエン,カゲヤマシエン,full,vtuber,ホロスターズ,2020,former,https://holostars.hololivepro.com/wp-content/uploads/2021/12/Kageyama-Shien_pr-img_01.png,https://holostars.hololivepro.com/talent/kageyama-shien/,NA,Shien Ch.影山シエン,獣人の世界のマフィアのボスという設定で活動した。,NA,NA,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,japan,no
1350,夜十神封魔,夜十神封魔,ヤトガミフウマ,full,vtuber,ホロスターズ,2022,current,https://holostars.hololivepro.com/wp-content/uploads/2021/12/Yatogami-Fuma_pr-img_01.png,https://holostars.hololivepro.com/talent/yatogami-fuma/,NA,Fuma Ch. 夜十神封魔 - UPROAR!! -,人間の娯楽を好む妖の万屋で、UPROAR!!の立ち上げ役。,NA,NA,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,japan,no
1351,羽継烏有,羽継烏有,ウツギウユウ,full,vtuber,ホロスターズ,2022,current,https://holostars.hololivepro.com/wp-content/uploads/2021/12/Utsugi-Uyu_pr-img_01.png,https://holostars.hololivepro.com/talent/utsugi-uyu/,NA,Uyu Ch. 羽継烏有 - UPROAR!! -,宝を求めてアイドルを目指す怪盗という設定で活動する。,NA,NA,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,japan,no
1352,水無世燐央,水無世燐央,ミナセリオ,full,vtuber,ホロスターズ,2022,former,https://holostars.hololivepro.com/wp-content/uploads/2021/12/Minase-Rio_pr-img_01.webp,https://holostars.hololivepro.com/talent/minase-rio/,NA,Rio Ch. 水無世燐央 - UPROAR!! -,アイドルを夢見る幽霊という設定で活動した。,NA,NA,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,japan,no
1353,花芽なずな,花芽なずな,カガナズナ,full,vtuber,ぶいすぽっ!,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_ad763b0bfc.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_ad763b0bfc.svg,NA,花芽なずな / Nazuna Kaga,FPSゲームを得意とするVTuber。,NA,NA,,,,japan,no
1354,小雀とと,小雀とと,コガラトト,full,vtuber,ぶいすぽっ!,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_18797ca0c0.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_18797ca0c0.svg,NA,小雀とと / Toto Kogara,ゲームと歌の配信を行うVTuber。,NA,NA,,,,japan,no
1355,一ノ瀬うるは,一ノ瀬うるは,イチノセウルハ,full,vtuber,ぶいすぽっ!,2019,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_6121723d3b.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_6121723d3b.svg,NA,一ノ瀬うるは,ゲームや雑談を配信するVTuber。,NA,NA,,,,japan,no
1356,兎咲ミミ,兎咲ミミ,トサキミミ,full,vtuber,ぶいすぽっ!,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_a8b5b67ae4.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_a8b5b67ae4.svg,NA,兎咲ミミ / Tosaki Mimi,幅広いゲームを配信するVTuber。,NA,NA,,,,japan,no
1357,空澄セナ,空澄セナ,アスミセナ,full,vtuber,ぶいすぽっ!,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_e148dafdd3.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_e148dafdd3.svg,NA,空澄セナ -Asumi Sena-,ゲームや雑談、歌を配信するVTuber。,NA,NA,,,,japan,no
1358,橘ひなの,橘ひなの,タチバナヒナノ,full,vtuber,ぶいすぽっ!,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_e3231665fb.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_e3231665fb.svg,NA,橘ひなの / Hinano Tachibana,ゲームと歌を好むVTuber。,NA,NA,,,,japan,no
1359,英リサ,英リサ,ハナブサリサ,full,vtuber,ぶいすぽっ!,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_74f5be75fb.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_74f5be75fb.svg,NA,英リサ.Hanabusa Lisa,ゲームや絵を描くことを好むVTuber。,NA,NA,,,,japan,no
1360,如月れん,如月れん,キサラギレン,full,vtuber,ぶいすぽっ!,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_d35533645f.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_d35533645f.svg,NA,如月れん -Ren kisaragi-,ぶいすぽっ！所属のVTuber。,NA,NA,,,,japan,no
1361,神成きゅぴ,神成きゅぴ,カミナリキュピ,full,vtuber,ぶいすぽっ!,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_c05c18b952.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_c05c18b952.svg,NA,神成きゅぴ / Kaminari Qpi,FPSで戦術を生かすVTuber。,NA,NA,,,,japan,no
1362,八雲べに,八雲べに,ヤクモベニ,full,vtuber,ぶいすぽっ!,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_d2b1a6779c.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_d2b1a6779c.svg,NA,八雲べに,ゲームやものまねを得意とするVTuber。,NA,NA,,,,japan,no
1363,藍沢エマ,藍沢エマ,アイザワエマ,full,vtuber,ぶいすぽっ!,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_14d57cbbec.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_14d57cbbec.svg,NA,藍沢エマ / Aizawa Ema,ぶいすぽっ！所属のVTuber。,NA,NA,,,,japan,no
1364,紫宮るな,紫宮るな,シノミヤルナ,full,vtuber,ぶいすぽっ!,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_30d3ce5eb5.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_30d3ce5eb5.svg,NA,紫宮るな /shinomiya runa,FPSを得意とするVTuber。,NA,NA,,,,japan,no
1365,猫汰つな,猫汰つな,ネコタツナ,full,vtuber,ぶいすぽっ!,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_7aaf8a37fd.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_7aaf8a37fd.svg,NA,猫汰つな / Nekota Tsuna,ゲーム配信を行うVTuber。,NA,NA,,,,japan,no
1366,白波らむね,白波らむね,シラナミラムネ,full,vtuber,ぶいすぽっ!,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_bb9574c564.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_bb9574c564.svg,NA,白波らむね / Shiranami Ramune,ぶいすぽっ！所属のVTuber。,NA,NA,,,,japan,no
1367,小森めと,小森めと,コモリメト,full,vtuber,ぶいすぽっ!,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_50dcdc8f71.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_50dcdc8f71.svg,NA,Met Channel / 小森めと ,多様なFPSの経験を持つVTuber。,NA,NA,,,,japan,no
1368,夢野あかり,夢野あかり,ユメノアカリ,full,vtuber,ぶいすぽっ!,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_44aad9ee7d.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_44aad9ee7d.svg,NA,Akari ch.夢野あかり,ぶいすぽっ！所属のVTuber。,NA,NA,,,,japan,no
1369,夜乃くろむ,夜乃くろむ,ヤノクロム,full,vtuber,ぶいすぽっ!,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_79099aae15.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_79099aae15.svg,NA,夜乃くろむ / Yano Kuromu,服や絵を描くことを好むVTuber。,NA,NA,,,,japan,no
1370,紡木こかげ,紡木こかげ,ツムギコカゲ,full,vtuber,ぶいすぽっ!,2024,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_213b252f93.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_213b252f93.svg,NA,紡木こかげ,FPSを好むVTuber。,NA,NA,,,,japan,no
1371,千燈ゆうひ,千燈ゆうひ,センドウユウヒ,full,vtuber,ぶいすぽっ!,2024,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_9deb641a88.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_9deb641a88.svg,NA,千燈ゆうひ,MOBAゲームの経験が豊富なVTuber。,NA,NA,,,,japan,no
1372,甘結もか,甘結もか,アマユイモカ,full,vtuber,ぶいすぽっ!,2024,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_d4cdcfcbeb.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_d4cdcfcbeb.svg,NA,甘結もか / Amayui Moka,格闘ゲームに取り組むVTuber。,NA,NA,,,,japan,no
1373,銀城サイネ,銀城サイネ,ギンジョウサイネ,full,vtuber,ぶいすぽっ!,2026,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_b7ab5a6bba.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_b7ab5a6bba.svg,NA,銀城サイネ / Ginjo Saine,ぶいすぽっ！所属のVTuber。,NA,NA,,,,japan,no
1374,龍巻ちせ,龍巻ちせ,タツマキチセ,full,vtuber,ぶいすぽっ!,2026,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_13d30a880d.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_13d30a880d.svg,NA,龍巻ちせ / Tatsumaki Chise,攻撃的なゲームプレイが特徴のVTuber。,NA,NA,,,,japan,no
1375,甘音あむ,甘音あむ,アマネアム,full,vtuber,Neo-Porte,2024,current,https://neo-porte.jp/wp-content/uploads/2026/04/member-main_amane-amu01.png,https://neo-porte.jp/member/amane-amu,NA,甘音あむ / Amane Amu,歌やお絵描きを楽しむ死神のVTuber。,NA,NA,甘音あむ / Neo-Porte,noncommercial_fanwork,https://neo-porte.jp/guideline/,japan,no
1376,青桐エイト,青桐エイト,アオギリエイト,full,vtuber,Neo-Porte,2023,current,https://neo-porte.jp/wp-content/uploads/2026/04/member-main_aogiri-eito01.png,https://neo-porte.jp/member/aogiri-eito,NA,青桐エイト,情報屋という設定で活動するVTuber。,NA,NA,青桐エイト / Neo-Porte,noncommercial_fanwork,https://neo-porte.jp/guideline/,japan,no
1377,或世イヌ,或世イヌ,アルセイヌ,full,vtuber,Neo-Porte,2022,current,https://neo-porte.jp/wp-content/uploads/2026/04/member-main_aruse-inu01.png,https://neo-porte.jp/member/aruse-inu,NA,或世イヌ / Aruse Inu,会社員と怪盗という二つの顔を持つVTuber。,NA,NA,或世イヌ / Neo-Porte,noncommercial_fanwork,https://neo-porte.jp/guideline/,japan,no
1378,麻倉シノ,麻倉シノ,アサクラシノ,full,vtuber,Neo-Porte,2024,current,https://neo-porte.jp/wp-content/uploads/2026/04/member-main_asakura-shino01.png,https://neo-porte.jp/member/asakura-shino,NA,麻倉シノ,陰陽師の家に生まれ、スーツ姿で活動するVTuber。,NA,NA,麻倉シノ / Neo-Porte,noncommercial_fanwork,https://neo-porte.jp/guideline/,japan,no
1379,瀬尾カザリ,瀬尾カザリ,セオカザリ,full,vtuber,Neo-Porte,2023,current,https://neo-porte.jp/wp-content/uploads/2026/04/member-main_ceo-kazari01.png,https://neo-porte.jp/member/ceo-kazari,NA,瀬尾カザリ / Ceo Kazari,アパレル企業のCEOという設定のVTuber。,NA,NA,瀬尾カザリ / Neo-Porte,noncommercial_fanwork,https://neo-porte.jp/guideline/,japan,no
1380,柊ツルギ,柊ツルギ,ヒイラギツルギ,full,vtuber,Neo-Porte,2023,current,https://neo-porte.jp/wp-content/uploads/2026/04/member-main_hiiragi-tsurugi01.png,https://neo-porte.jp/member/hiiragi-tsurugi,NA,柊ツルギ / Hiiragi Tsurugi,勇者に憧れる一般人という設定で配信するVTuber。,NA,NA,柊ツルギ / Neo-Porte,noncommercial_fanwork,https://neo-porte.jp/guideline/,japan,no
1381,日裏クロ,日裏クロ,ヒウラクロ,full,vtuber,Neo-Porte,2024,current,https://neo-porte.jp/wp-content/uploads/2026/04/member-main_hiura-kuro01.png,https://neo-porte.jp/member/hiura-kuro,NA,日裏クロ / Hiura Kuro,歌とゲームを中心に配信するNeo-PorteのVTuber。,NA,NA,日裏クロ / Neo-Porte,noncommercial_fanwork,https://neo-porte.jp/guideline/,japan,no
1382,絲依とい,絲依とい,イトイトイ,full,vtuber,Neo-Porte,2022,current,https://neo-porte.jp/wp-content/uploads/2026/04/member-main_itoi-toi01-2.png,https://neo-porte.jp/member/itoi-toi,NA,絲依とい / Itoi Toi,FPSゲームや歌の配信を行う元メイドのVTuber。,NA,NA,絲依とい / Neo-Porte,noncommercial_fanwork,https://neo-porte.jp/guideline/,japan,no
1383,幽乃うつろ,幽乃うつろ,カスカノウツロ,full,vtuber,Neo-Porte,2023,current,https://neo-porte.jp/wp-content/uploads/2026/04/member-main_kasukano-utsuro01.png,https://neo-porte.jp/member/kasukano-utsuro,NA,幽乃うつろ / Kasukano Utsuro,歌やゲームを楽しむ幽霊のVTuber。,NA,NA,幽乃うつろ / Neo-Porte,noncommercial_fanwork,https://neo-porte.jp/guideline/,japan,no
1384,心白てと,心白てと,コハクテト,full,vtuber,Neo-Porte,2022,current,https://neo-porte.jp/wp-content/uploads/2026/04/member-main_kohaku-teto01.png,https://neo-porte.jp/member/kohaku-teto,NA,心白てと / Kohaku Teto,歌やAPEXの配信を行うハーフエルフのVTuber。,NA,NA,心白てと / Neo-Porte,noncommercial_fanwork,https://neo-porte.jp/guideline/,japan,no
1385,昏昏アリア,昏昏アリア,コンコンアリア,full,vtuber,Neo-Porte,2023,current,https://neo-porte.jp/wp-content/uploads/2026/04/member-main_konkon-aria01.png,https://neo-porte.jp/member/konkon-aria,NA,昏昏アリア / Konkon Aria,ゲームやお絵描きを好む悪魔のVTuber。,NA,NA,昏昏アリア / Neo-Porte,noncommercial_fanwork,https://neo-porte.jp/guideline/,japan,no
1386,久我レオ,久我レオ,クガレオ,full,vtuber,Neo-Porte,2022,current,https://neo-porte.jp/wp-content/uploads/2026/04/member-main_kuga-leo01.png,https://neo-porte.jp/member/kuga-leo,NA,久我レオ / Kuga Leo,語学講師の顔を持つ掃除屋という設定のVTuber。,NA,NA,久我レオ / Neo-Porte,noncommercial_fanwork,https://neo-porte.jp/guideline/,japan,no
