id,original,surface,pronunciation,subject,level,description,image,image_page,wikidata
2347,青年期,青年期,セイネンキ,技術・家庭,高等学校,家庭基礎の最初に学ぶ、自立に向かう高校生の時期。,http://commons.wikimedia.org/wiki/Special:FilePath/Teens_sharing_a_song.jpg,https://commons.wikimedia.org/wiki/File:Teens_sharing_a_song.jpg,Q131774
2348,ライフステージ,ライフステージ,ライフステージ,技術・家庭,高等学校,家庭基礎で学ぶ、乳児期から高齢期までの人生の段階。,http://commons.wikimedia.org/wiki/Special:FilePath/Life_course-100.jpg,https://commons.wikimedia.org/wiki/File:Life_course-100.jpg,Q1811049
2349,生涯発達,生涯発達,ショウガイハッタツ,技術・家庭,高等学校,人は一生を通じて発達し続けるという考え方。,,,
2350,介護,介護,カイゴ,技術・家庭,高等学校,家庭基礎で学ぶ、高齢者や障害のある人の生活を支える行為。,http://commons.wikimedia.org/wiki/Special:FilePath/Nursing_home.JPG,https://commons.wikimedia.org/wiki/File:Nursing_home.JPG,Q437458
2351,認知症,認知症,ニンチショウ,技術・家庭,高等学校,高齢期と介護の単元で扱う、記憶や判断の力が低下する状態。,http://commons.wikimedia.org/wiki/Special:FilePath/Alzheimer%27s_disease_brain_comparison.jpg,https://commons.wikimedia.org/wiki/File:Alzheimer%27s_disease_brain_comparison.jpg,Q83030
2352,高齢社会,高齢社会,コウレイシャカイ,技術・家庭,高等学校,高齢者の割合が高い社会で、家庭基礎の高齢期の単元で学ぶ。,http://commons.wikimedia.org/wiki/Special:FilePath/Percentage_of_Population_Above_65_-_2005.png,https://commons.wikimedia.org/wiki/File:Percentage_of_Population_Above_65_-_2005.png,Q439112
2353,少子化,少子化,ショウシカ,技術・家庭,高等学校,生まれる子どもが減っていく傾向で、家族と社会の単元で扱う。,http://commons.wikimedia.org/wiki/Special:FilePath/Total_Fertility_Rate_Map_by_Country.svg,https://commons.wikimedia.org/wiki/File:Total_Fertility_Rate_Map_by_Country.svg,Q598949
2354,育児休業,育児休業,イクジキュウギョウ,技術・家庭,高等学校,子育てのために仕事を休める制度で、仕事と家庭の両立で学ぶ。,http://commons.wikimedia.org/wiki/Special:FilePath/Vaderschapsverlof.jpg,https://commons.wikimedia.org/wiki/File:Vaderschapsverlof.jpg,Q772989
2355,愛着,愛着,アイチャク,技術・家庭,高等学校,保育の単元で学ぶ、乳幼児と養育者の間に育つ情緒的な結び付き。,http://commons.wikimedia.org/wiki/Special:FilePath/Young_mothers_Brenda%2C_16%2C_with_her_sister_Atupele%2C_18_-_A_reality_for_girls_%287497734706%29.jpg,https://commons.wikimedia.org/wiki/File:Young_mothers_Brenda%2C_16%2C_with_her_sister_Atupele%2C_18_-_A_reality_for_girls_%287497734706%29.jpg,Q1124198
2356,家計,家計,カケイ,技術・家庭,高等学校,家庭基礎で学ぶ、家庭の収入と支出のやりくり。,,,
2357,可処分所得,可処分所得,カショブンショトク,技術・家庭,高等学校,収入から税金や社会保険料を引いた、自由に使える金額。,http://commons.wikimedia.org/wiki/Special:FilePath/Julaftonen_by_Carl_Larsson_1904_edit.jpg,https://commons.wikimedia.org/wiki/File:Julaftonen_by_Carl_Larsson_1904_edit.jpg,Q192270
2358,社会保障制度,社会保障制度,シャカイホショウセイド,技術・家庭,高等学校,年金や医療など、生活の安心を支える公的な仕組み。,http://commons.wikimedia.org/wiki/Special:FilePath/OECD_Social_Expenditure_by_Braunch.svg,https://commons.wikimedia.org/wiki/File:OECD_Social_Expenditure_by_Braunch.svg,Q2483208
2359,公的年金,公的年金,コウテキネンキン,技術・家庭,高等学校,高齢期などの生活を支える国の年金の制度。,,,
2360,消費者契約法,消費者契約法,ショウヒシャケイヤクホウ,技術・家庭,高等学校,不当な勧誘による契約を取り消せると定めた、消費者を守る法律。,http://commons.wikimedia.org/wiki/Special:FilePath/Go-shichi_no_kiri_crest_2.svg,https://commons.wikimedia.org/wiki/File:Go-shichi_no_kiri_crest_2.svg,Q11559495
2361,多重債務,多重債務,タジュウサイム,技術・家庭,高等学校,複数から借金を重ねて返せなくなる状態で、消費生活の単元で学ぶ。,http://commons.wikimedia.org/wiki/Special:FilePath/Payday_loan_shop_window.jpg,https://commons.wikimedia.org/wiki/File:Payday_loan_shop_window.jpg,Q3196867
2362,消費者市民社会,消費者市民社会,ショウヒシャシミンシャカイ,技術・家庭,高等学校,消費者が社会や環境に配慮して行動する社会のあり方。,,,
2363,エシカル消費,エシカル消費,エシカルショウヒ,技術・家庭,高等学校,人や環境に配慮した商品を選ぶ消費の行動。,http://commons.wikimedia.org/wiki/Special:FilePath/Fair_Trade_Tea.jpg,https://commons.wikimedia.org/wiki/File:Fair_Trade_Tea.jpg,Q188485
2364,持続可能な消費,持続可能な消費,ジゾクカノウナショウヒ,技術・家庭,高等学校,資源や環境に負担をかけない暮らし方を考える学習の中心となる語。,http://commons.wikimedia.org/wiki/Special:FilePath/Sustainable_Development_Goal_12ResponsibleConsumption.svg,https://commons.wikimedia.org/wiki/File:Sustainable_Development_Goal_12ResponsibleConsumption.svg,Q53581232
2365,基礎代謝量,基礎代謝量,キソタイシャリョウ,技術・家庭,高等学校,安静にしていても使われるエネルギー量で、食生活の単元で学ぶ。,,,
2366,食事摂取基準,食事摂取基準,ショクジセッシュキジュン,技術・家庭,高等学校,一日にとりたい栄養素の量を示した国の基準。,,,
2367,遺伝子組換え食品,遺伝子組換え食品,イデンシクミカエショクヒン,技術・家庭,高等学校,食の安全の単元で扱う、遺伝子を操作して作られた作物の食品。,http://commons.wikimedia.org/wiki/Special:FilePath/C5_plum_pox_resistant_plum.jpg,https://commons.wikimedia.org/wiki/File:C5_plum_pox_resistant_plum.jpg,Q394222
2368,食物アレルギー,食物アレルギー,ショクモツアレルギー,技術・家庭,高等学校,特定の食品で体に害が出る反応で、調理や食の安全の単元で学ぶ。,http://commons.wikimedia.org/wiki/Special:FilePath/Hives_on_back.jpg,https://commons.wikimedia.org/wiki/File:Hives_on_back.jpg,Q769815
2369,被服の機能,被服の機能,ヒフクノキノウ,技術・家庭,高等学校,衣生活の単元で学ぶ、衣服が果たす保健衛生上と社会生活上の働き。,,,
2370,繊維の性能,繊維の性能,センイノセイノウ,技術・家庭,高等学校,吸湿性や保温性など、繊維ごとの性質を比べる衣生活の学習内容。,,,
2371,シックハウス症候群,シックハウス症候群,シックハウスショウコウグン,技術・家庭,高等学校,住まいの化学物質で体調を崩す問題で、住生活の単元で扱う。,http://commons.wikimedia.org/wiki/Special:FilePath/WestendMoldyLivingroom.jpg,https://commons.wikimedia.org/wiki/File:WestendMoldyLivingroom.jpg,Q1072290
2372,住生活,住生活,ジュウセイカツ,技術・家庭,高等学校,家庭基礎の分野の一つで、住まいの機能や安全を考える学習。,http://commons.wikimedia.org/wiki/Special:FilePath/Worker_home_from_1911_in_Helsinki.jpg,https://commons.wikimedia.org/wiki/File:Worker_home_from_1911_in_Helsinki.jpg,Q1247867
2373,ワークライフバランス,ワークライフバランス,ワークライフバランス,技術・家庭,高等学校,仕事と生活の調和で、これからの生き方を考える単元で学ぶ。,http://commons.wikimedia.org/wiki/Special:FilePath/Time_off_allocate_in_OECD.svg,https://commons.wikimedia.org/wiki/File:Time_off_allocate_in_OECD.svg,Q763264
2374,男女共同参画,男女共同参画,ダンジョキョウドウサンカク,技術・家庭,高等学校,性別にかかわらず社会に参画できるようにするという考え方。,http://commons.wikimedia.org/wiki/Special:FilePath/Stamp_of_India_-_2016_-_Colnect_804389_-_He_for_She.jpeg,https://commons.wikimedia.org/wiki/File:Stamp_of_India_-_2016_-_Colnect_804389_-_He_for_She.jpeg,Q113453
2375,循環器病,循環器病,ジュンカンキビョウ,保健体育,高等学校,心臓や血管に起こる病気で、生活習慣病の単元で扱う。,http://commons.wikimedia.org/wiki/Special:FilePath/Diagram_of_the_human_heart_%28cropped%29_es.svg,https://commons.wikimedia.org/wiki/File:Diagram_of_the_human_heart_%28cropped%29_es.svg,Q10379
2376,虚血性心疾患,虚血性心疾患,キョケツセイシンシッカン,保健体育,高等学校,心臓の血管が狭まって起こる病気で、狭心症や心筋梗塞をいう。,http://commons.wikimedia.org/wiki/Special:FilePath/Blausen_0257_CoronaryArtery_Plaque.png,https://commons.wikimedia.org/wiki/File:Blausen_0257_CoronaryArtery_Plaque.png,Q844935
2377,脳血管疾患,脳血管疾患,ノウケッカンシッカン,保健体育,高等学校,脳の血管が詰まったり破れたりして起こる病気。,http://commons.wikimedia.org/wiki/Special:FilePath/Cerebral_aneurysm_NIH.jpg,https://commons.wikimedia.org/wiki/File:Cerebral_aneurysm_NIH.jpg,Q3010352
2378,動脈硬化,動脈硬化,ドウミャクコウカ,保健体育,高等学校,血管が硬く狭くなる状態で、生活習慣病の原因として学ぶ。,http://commons.wikimedia.org/wiki/Special:FilePath/Endothelial_dysfunction_Atherosclerosis.png,https://commons.wikimedia.org/wiki/File:Endothelial_dysfunction_Atherosclerosis.png,Q184559
2379,メタボリックシンドローム,メタボリックシンドローム,メタボリックシンドローム,保健体育,高等学校,内臓脂肪の蓄積に高血圧などが重なった状態。,http://commons.wikimedia.org/wiki/Special:FilePath/Obesity6.JPG,https://commons.wikimedia.org/wiki/File:Obesity6.JPG,Q657193
2380,精神疾患,精神疾患,セイシンシッカン,保健体育,高等学校,高校の保健で扱う、心の働きに不調が生じる病気の総称。,http://commons.wikimedia.org/wiki/Special:FilePath/Gautier_-_Salpetriere.JPG,https://commons.wikimedia.org/wiki/File:Gautier_-_Salpetriere.JPG,Q12135
2381,統合失調症,統合失調症,トウゴウシッチョウショウ,保健体育,高等学校,幻覚や妄想が現れる精神疾患で、早めの相談の大切さとともに学ぶ。,http://commons.wikimedia.org/wiki/Special:FilePath/Schizophrenia_flowchart.jpg,https://commons.wikimedia.org/wiki/File:Schizophrenia_flowchart.jpg,Q41112
2382,摂食障害,摂食障害,セッショクショウガイ,保健体育,高等学校,食行動に問題が生じる病気で、心の健康の単元で扱う。,http://commons.wikimedia.org/wiki/Special:FilePath/Louis_Bataille%2C_%27Deux_cas_d%27anorexie_hysterique%27_Wellcome_L0020548_%28backcropped%29.jpg,https://commons.wikimedia.org/wiki/File:Louis_Bataille%2C_%27Deux_cas_d%27anorexie_hysterique%27_Wellcome_L0020548_%28backcropped%29.jpg,Q373822
2383,ストレス対処,ストレス対処,ストレスタイショ,保健体育,高等学校,心の健康の単元で学ぶ、ストレスとうまく付き合う方法。,,,
2384,一次救命処置,一次救命処置,イチジキュウメイショチ,保健体育,高等学校,その場に居合わせた人が行う、命を救うための最初の手当。,http://commons.wikimedia.org/wiki/Special:FilePath/CPR_training-04.jpg,https://commons.wikimedia.org/wiki/File:CPR_training-04.jpg,Q185325
2385,心肺蘇生,心肺蘇生,シンパイソセイ,保健体育,高等学校,呼吸や心臓が止まった人に行う手当で、実習で手順を練習する。,http://commons.wikimedia.org/wiki/Special:FilePath/CPR_training-04.jpg,https://commons.wikimedia.org/wiki/File:CPR_training-04.jpg,Q185325
2386,気道確保,気道確保,キドウカクホ,保健体育,高等学校,あごを上げて空気の通り道を開く応急手当の手順。,http://commons.wikimedia.org/wiki/Special:FilePath/AbdominalThrust_HeimlichManoeuvre.jpg,https://commons.wikimedia.org/wiki/File:AbdominalThrust_HeimlichManoeuvre.jpg,Q286949
2387,自動体外式除細動器,自動体外式除細動器,ジドウタイガイシキジョサイドウキ,保健体育,高等学校,電気ショックで心臓の動きを戻す装置で、救命の実習で使い方を学ぶ。,http://commons.wikimedia.org/wiki/Special:FilePath/Korin-AED-JAPAN201607.jpg,https://commons.wikimedia.org/wiki/File:Korin-AED-JAPAN201607.jpg,Q787407
2388,労働災害,労働災害,ロウドウサイガイ,保健体育,高等学校,働く人が仕事で受けるけがや病気で、労働と健康の単元で学ぶ。,http://commons.wikimedia.org/wiki/Special:FilePath/En_s%C3%A5ret_arbejder_%28Henningsen%29.jpg,https://commons.wikimedia.org/wiki/File:En_s%C3%A5ret_arbejder_%28Henningsen%29.jpg,Q629257
2389,職業病,職業病,ショクギョウビョウ,保健体育,高等学校,特定の作業を続けることによって起こる病気。,,,
2390,環境衛生,環境衛生,カンキョウエイセイ,保健体育,高等学校,空気や水など、生活の環境を健康に保つための取り組み。,http://commons.wikimedia.org/wiki/Special:FilePath/Sanitation_Value_Chain.jpg,https://commons.wikimedia.org/wiki/File:Sanitation_Value_Chain.jpg,Q949149
2391,食品衛生,食品衛生,ショクヒンエイセイ,保健体育,高等学校,食品を安全に扱うための管理で、環境と食品の単元で学ぶ。,http://commons.wikimedia.org/wiki/Special:FilePath/Seafood-_FDA_Lab_2881_%284494783228%29.jpg,https://commons.wikimedia.org/wiki/File:Seafood-_FDA_Lab_2881_%284494783228%29.jpg,Q909821
